╔════════════════════════════════════════════════╗
║      Optimal Solver - Starting from Scratch    ║
╚════════════════════════════════════════════════╝

Map: starting_simple.txt
Initial Temperature: 100000.0
Cooling Rate: 0.999995
Max Iterations: 100000000
Budget: $200

Grid: 7x5
Found 17 valid command locations:
  [1,0] building (2 floors)
  [2,0] building (2 floors)
  [3,0] building (2 floors)
  [5,0] P (1 floor)
  [2,1] building (2 floors)
  [3,1] P (1 floor)
  [5,1] building (2 floors)
  [1,2] building (2 floors)
  [3,2] building (2 floors)
  [5,2] building (2 floors)
  [2,3] building (2 floors)
  [3,3] building (2 floors)
  [5,3] P (1 floor)
  [1,4] building (2 floors)
  [3,4] building (2 floors)
  [4,4] building (2 floors)
  [5,4] building (2 floors)

Starting from EMPTY grid: Score=7062
Beginning optimization...

Iter      | Temp     | Current    | Best       | Accept | Cost  | Commands
 23030000 |  44751.4 |       8062 |      52187 | 22644756 | $ 30 |        1  (133s)
 23035000 |  43646.5 |      11250 |      52187 | 22649720 | $180 |        9  (133s)
 23040000 |  42568.8 |       6812 |      52187 | 22654680 | $100 |        6  (133s)
 23045000 |  41517.8 |      11000 |      52187 | 22659637 | $ 60 |        5  (133s)
 23050000 |  40492.7 |      10312 |      52187 | 22664590 | $ 40 |        4  (133s)
 23055000 |  39493.0 |       8562 |      52187 | 22669545 | $100 |        4  (133s)
 23060000 |  38517.9 |       8062 |      52187 | 22674500 | $130 |        7  (133s)
 23065000 |  37566.9 |       7062 |      52187 | 22679465 | $ 40 |        2  (133s)
 23070000 |  36639.3 |       7562 |      52187 | 22684419 | $ 50 |        3  (133s)
 23075000 |  35734.7 |       5875 |      52187 | 22689378 | $110 |        7  (133s)
 23080000 |  34852.4 |       6593 |      52187 | 22694333 | $ 90 |        5  (133s)
 23085000 |  33991.9 |       6812 |      52187 | 22699277 | $110 |        6  (133s)
 23090000 |  33152.6 |       7125 |      52187 | 22704227 | $150 |        8  (133s)
 23095000 |  32334.1 |       8562 |      52187 | 22709168 | $100 |        7  (133s)
 23100000 |  31535.8 |      10125 |      52187 | 22714109 | $130 |        8  (133s)
 23105000 |  30757.1 |       7062 |      52187 | 22719050 | $ 40 |        3  (133s)
 23110000 |  29997.7 |       3750 |      52187 | 22723993 | $ 10 |        1  (133s)
 23115000 |  29257.1 |       5312 |      52187 | 22728944 | $ 10 |        1  (133s)
 23120000 |  28534.7 |      10062 |      52187 | 22733884 | $ 50 |        3  (133s)
 23125000 |  27830.2 |       7062 |      52187 | 22738825 | $  0 |        0  (133s)
 23130000 |  27143.1 |       7812 |      52187 | 22743776 | $ 60 |        3  (133s)
 23135000 |  26472.9 |       6312 |      52187 | 22748708 | $ 40 |        2  (133s)
 23140000 |  25819.3 |       8062 |      52187 | 22753657 | $ 30 |        1  (133s)
 23145000 |  25181.8 |       6000 |      52187 | 22758590 | $150 |       12  (133s)
 23150000 |  24560.1 |       6875 |      52187 | 22763517 | $ 30 |        2  (133s)
 23155000 |  23953.7 |       7062 |      52187 | 22768452 | $ 30 |        1  (133s)
 23160000 |  23362.2 |      11750 |      52187 | 22773373 | $130 |       11  (133s)
 23165000 |  22785.4 |       7062 |      52187 | 22778302 | $ 70 |        3  (134s)
 23170000 |  22222.8 |       7312 |      52187 | 22783232 | $ 30 |        1  (134s)
 23175000 |  21674.2 |       6312 |      52187 | 22788144 | $ 60 |        5  (134s)
 23180000 |  21139.0 |       8250 |      52187 | 22793038 | $100 |        5  (134s)
 23185000 |  20617.1 |       5312 |      52187 | 22797954 | $140 |        9  (134s)
 23190000 |  20108.1 |       5687 |      52187 | 22802877 | $ 70 |        3  (134s)
 23195000 |  19611.6 |       7062 |      52187 | 22807806 | $ 30 |        2  (134s)
 23200000 |  19127.4 |       7062 |      52187 | 22812720 | $ 10 |        1  (134s)
 23205000 |  18655.1 |       7062 |      52187 | 22817625 | $  0 |        0  (134s)
 23210000 |  18194.5 |       7062 |      52187 | 22822534 | $ 70 |        3  (134s)
 23215000 |  17745.3 |       7062 |      52187 | 22827450 | $ 30 |        2  (134s)
 23220000 |  17307.2 |       7062 |      52187 | 22832347 | $ 50 |        2  (134s)
 23225000 |  16879.8 |       8062 |      52187 | 22837227 | $ 80 |        4  (134s)
 23230000 |  16463.1 |       9062 |      52187 | 22842152 | $ 80 |        4  (134s)
 23235000 |  16056.6 |       8062 |      52187 | 22847059 | $ 30 |        1  (134s)
 23240000 |  15660.2 |       7062 |      52187 | 22851942 | $  0 |        0  (134s)
 23245000 |  15273.5 |       7062 |      52187 | 22856846 | $ 20 |        1  (134s)
 23250000 |  14896.4 |       9000 |      52187 | 22861724 | $ 70 |        4  (134s)
 23255000 |  14528.6 |       7062 |      52187 | 22866609 | $  0 |        0  (134s)
 23260000 |  14169.9 |       5750 |      52187 | 22871490 | $ 10 |        1  (134s)
 23265000 |  13820.0 |       8062 |      52187 | 22876346 | $ 40 |        2  (134s)
 23270000 |  13478.8 |       5500 |      52187 | 22881220 | $ 40 |        4  (134s)
 23275000 |  13146.0 |       7062 |      52187 | 22886085 | $ 80 |        5  (134s)
 23280000 |  12821.5 |       8125 |      52187 | 22890956 | $ 90 |        5  (134s)
 23285000 |  12504.9 |       7062 |      52187 | 22895815 | $ 60 |        3  (134s)
 23290000 |  12196.1 |       6250 |      52187 | 22900688 | $ 80 |        5  (134s)
 23295000 |  11895.0 |       9062 |      52187 | 22905551 | $ 90 |        4  (134s)
 23300000 |  11601.3 |      10625 |      52187 | 22910412 | $ 80 |        4  (134s)
 23305000 |  11314.9 |       9750 |      52187 | 22915263 | $130 |        7  (134s)
 23310000 |  11035.5 |       5875 |      52187 | 22920125 | $180 |        9  (134s)
 23315000 |  10763.1 |       8062 |      52187 | 22924952 | $ 60 |        2  (134s)
 23320000 |  10497.3 |       8000 |      52187 | 22929801 | $ 90 |        5  (134s)
 23325000 |  10238.1 |       8062 |      52187 | 22934636 | $ 70 |        3  (134s)

🔥 RESTART #72 - Reheating! (stuck for 321887 iterations) Temp: 50000.0 (134s)

 23330000 |  49926.8 |       8312 |      52187 | 22939482 | $ 80 |        5  (134s)
 23335000 |  48694.1 |      13000 |      52187 | 22944437 | $130 |        8  (134s)
 23340000 |  47491.8 |      12062 |      52187 | 22949402 | $170 |        7  (135s)
 23345000 |  46319.3 |       7968 |      52187 | 22954368 | $190 |       11  (135s)
 23350000 |  45175.6 |       7625 |      52187 | 22959329 | $ 40 |        3  (135s)
 23355000 |  44060.2 |       8562 |      52187 | 22964300 | $ 60 |        2  (135s)
 23360000 |  42972.4 |       7062 |      52187 | 22969264 | $  0 |        0  (135s)
 23365000 |  41911.4 |       7062 |      52187 | 22974230 | $  0 |        0  (135s)
 23370000 |  40876.6 |       7312 |      52187 | 22979199 | $140 |        7  (135s)
 23375000 |  39867.3 |       6000 |      52187 | 22984158 | $ 90 |        7  (135s)
 23380000 |  38883.0 |       7062 |      52187 | 22989114 | $ 20 |        2  (135s)
 23385000 |  37923.0 |       8062 |      52187 | 22994068 | $110 |        5  (135s)
 23390000 |  36986.7 |       7062 |      52187 | 22999036 | $ 50 |        4  (135s)
 23395000 |  36073.5 |      14218 |      52187 | 23003996 | $160 |        8  (135s)
 23400000 |  35182.8 |       7656 |      52187 | 23008949 | $ 90 |        4  (135s)
 23405000 |  34314.1 |       6000 |      52187 | 23013906 | $ 40 |        2  (135s)
 23410000 |  33466.9 |       6562 |      52187 | 23018866 | $ 60 |        3  (135s)
 23415000 |  32640.6 |       8875 |      52187 | 23023829 | $120 |        6  (135s)
 23420000 |  31834.7 |       7062 |      52187 | 23028779 | $  0 |        0  (135s)
 23425000 |  31048.7 |      16062 |      52187 | 23033731 | $190 |        9  (135s)
 23430000 |  30282.1 |      10312 |      52187 | 23038682 | $140 |        6  (135s)
 23435000 |  29534.4 |       6812 |      52187 | 23043627 | $ 50 |        3  (135s)
 23440000 |  28805.2 |       6000 |      52187 | 23048580 | $120 |        7  (135s)
 23445000 |  28094.0 |       6562 |      52187 | 23053527 | $ 30 |        2  (135s)
 23450000 |  27400.4 |       8375 |      52187 | 23058459 | $110 |        6  (135s)
 23455000 |  26723.9 |       7562 |      52187 | 23063394 | $ 70 |        4  (135s)
 23460000 |  26064.0 |       8562 |      52187 | 23068329 | $120 |        6  (135s)
 23465000 |  25420.5 |       3750 |      52187 | 23073264 | $ 40 |        3  (135s)
 23470000 |  24792.9 |       5500 |      52187 | 23078206 | $ 70 |        6  (135s)
 23475000 |  24180.7 |       6406 |      52187 | 23083126 | $ 30 |        3  (135s)
 23480000 |  23583.7 |       7062 |      52187 | 23088059 | $130 |        7  (135s)
 23485000 |  23001.4 |       3062 |      52187 | 23092991 | $ 70 |        6  (135s)
 23490000 |  22433.5 |       7062 |      52187 | 23097909 | $ 10 |        1  (135s)
 23495000 |  21879.6 |       7062 |      52187 | 23102837 | $ 60 |        3  (135s)
 23500000 |  21339.4 |       7062 |      52187 | 23107772 | $110 |        5  (135s)
 23505000 |  20812.5 |       8812 |      52187 | 23112687 | $200 |       11  (135s)
 23510000 |  20298.7 |       6125 |      52187 | 23117604 | $140 |       10  (135s)
 23515000 |  19797.5 |       7062 |      52187 | 23122521 | $ 10 |        1  (136s)
 23520000 |  19308.7 |       4468 |      52187 | 23127437 | $ 50 |        3  (136s)
 23525000 |  18832.0 |       5062 |      52187 | 23132343 | $ 70 |        5  (136s)
 23530000 |  18367.0 |       7062 |      52187 | 23137264 | $ 80 |        5  (136s)
 23535000 |  17913.5 |      11250 |      52187 | 23142189 | $ 80 |        5  (136s)
 23540000 |  17471.2 |       4062 |      52187 | 23147111 | $ 30 |        2  (136s)
 23545000 |  17039.9 |       8812 |      52187 | 23152015 | $ 40 |        3  (136s)
 23550000 |  16619.1 |       3000 |      52187 | 23156929 | $110 |        7  (136s)
 23555000 |  16208.8 |       8562 |      52187 | 23161821 | $ 70 |        4  (136s)
 23560000 |  15808.6 |       8062 |      52187 | 23166723 | $120 |        5  (136s)
 23565000 |  15418.3 |       8312 |      52187 | 23171591 | $ 50 |        2  (136s)
 23570000 |  15037.6 |       5750 |      52187 | 23176466 | $100 |        6  (136s)
 23575000 |  14666.3 |      13000 |      52187 | 23181343 | $160 |        7  (136s)
 23580000 |  14304.2 |       7062 |      52187 | 23186217 | $ 10 |        1  (136s)
 23585000 |  13951.1 |      18937 |      52187 | 23191098 | $170 |        9  (136s)
 23590000 |  13606.6 |      10562 |      52187 | 23195960 | $ 80 |        4  (136s)
 23595000 |  13270.6 |       9750 |      52187 | 23200836 | $ 20 |        2  (136s)
 23600000 |  12943.0 |       8062 |      52187 | 23205695 | $ 60 |        3  (136s)
 23605000 |  12623.4 |       7062 |      52187 | 23210552 | $  0 |        0  (136s)
 23610000 |  12311.8 |       7062 |      52187 | 23215382 | $  0 |        0  (136s)
 23615000 |  12007.8 |       7062 |      52187 | 23220257 | $ 20 |        1  (136s)
 23620000 |  11711.3 |       7062 |      52187 | 23225095 | $  0 |        0  (136s)
 23625000 |  11422.1 |       3750 |      52187 | 23229941 | $ 20 |        2  (136s)
 23630000 |  11140.1 |      10000 |      52187 | 23234812 | $110 |        7  (136s)
 23635000 |  10865.1 |       8562 |      52187 | 23239674 | $ 10 |        1  (136s)
 23640000 |  10596.8 |       7562 |      52187 | 23244536 | $ 50 |        3  (136s)
 23645000 |  10335.2 |      10062 |      52187 | 23249365 | $130 |        6  (136s)
 23650000 |  10080.0 |       7062 |      52187 | 23254201 | $  0 |        0  (136s)

🔥 RESTART #73 - Reheating! (stuck for 321887 iterations) Temp: 50000.0 (136s)

 23655000 |  49155.7 |       8500 |      52187 | 23259115 | $ 20 |        2  (136s)
 23660000 |  47942.0 |       8062 |      52187 | 23264075 | $ 90 |        5  (136s)
 23665000 |  46758.3 |       7250 |      52187 | 23269042 | $120 |        7  (136s)
 23670000 |  45603.9 |       7062 |      52187 | 23274015 | $ 10 |        1  (136s)
 23675000 |  44477.9 |       7062 |      52187 | 23278979 | $ 60 |        3  (136s)
 23680000 |  43379.7 |       7375 |      52187 | 23283933 | $130 |        8  (136s)
 23685000 |  42308.7 |       8062 |      52187 | 23288879 | $ 60 |        3  (137s)
 23690000 |  41264.1 |       5562 |      52187 | 23293841 | $100 |        7  (137s)
 23695000 |  40245.3 |       3312 |      52187 | 23298805 | $130 |        8  (137s)
 23700000 |  39251.6 |       9750 |      52187 | 23303760 | $ 10 |        1  (137s)
 23705000 |  38282.5 |      13750 |      52187 | 23308709 | $120 |        7  (137s)
 23710000 |  37337.3 |       7062 |      52187 | 23313670 | $ 30 |        2  (137s)
 23715000 |  36415.4 |       6750 |      52187 | 23318631 | $100 |        6  (137s)
 23720000 |  35516.3 |       7062 |      52187 | 23323581 | $ 40 |        2  (137s)
 23725000 |  34639.4 |       3312 |      52187 | 23328545 | $140 |        8  (137s)
 23730000 |  33784.2 |       8062 |      52187 | 23333505 | $ 60 |        4  (137s)
 23735000 |  32950.0 |       8062 |      52187 | 23338441 | $ 70 |        3  (137s)
 23740000 |  32136.5 |       5312 |      52187 | 23343388 | $ 50 |        5  (137s)
 23745000 |  31343.0 |       7062 |      52187 | 23348343 | $  0 |        0  (137s)
 23750000 |  30569.2 |       7562 |      52187 | 23353291 | $ 80 |        4  (137s)
 23755000 |  29814.4 |       7562 |      52187 | 23358240 | $ 80 |        5  (137s)
 23760000 |  29078.3 |      10437 |      52187 | 23363189 | $200 |        9  (137s)
 23765000 |  28360.3 |       4468 |      52187 | 23368127 | $ 30 |        2  (137s)
 23770000 |  27660.1 |       7062 |      52187 | 23373081 | $  0 |        0  (137s)
 23775000 |  26977.2 |      10062 |      52187 | 23378008 | $130 |        5  (137s)
 23780000 |  26311.1 |       7062 |      52187 | 23382939 | $ 20 |        1  (137s)
 23785000 |  25661.5 |       8062 |      52187 | 23387868 | $100 |        4  (137s)
 23790000 |  25027.9 |       7062 |      52187 | 23392809 | $ 30 |        1  (137s)
 23795000 |  24410.0 |       9968 |      52187 | 23397736 | $170 |        7  (137s)
 23800000 |  23807.3 |       8750 |      52187 | 23402644 | $ 80 |        6  (137s)
 23805000 |  23219.5 |      10062 |      52187 | 23407575 | $ 50 |        3  (137s)
 23810000 |  22646.2 |       8062 |      52187 | 23412515 | $100 |        5  (137s)
 23815000 |  22087.0 |       7062 |      52187 | 23417454 | $ 90 |        4  (137s)
 23820000 |  21541.7 |       4562 |      52187 | 23422385 | $ 70 |        3  (137s)
 23825000 |  21009.8 |       7062 |      52187 | 23427312 | $ 30 |        2  (137s)
 23830000 |  20491.1 |       7062 |      52187 | 23432240 | $  0 |        0  (137s)
 23835000 |  19985.2 |       6500 |      52187 | 23437161 | $180 |       12  (137s)
 23840000 |  19491.7 |      11562 |      52187 | 23442062 | $ 80 |        4  (137s)
 23845000 |  19010.5 |       8062 |      52187 | 23446955 | $ 30 |        1  (137s)
 23850000 |  18541.1 |      10312 |      52187 | 23451869 | $100 |        6  (137s)
 23855000 |  18083.3 |       8562 |      52187 | 23456786 | $ 40 |        2  (137s)
 23860000 |  17636.8 |       8250 |      52187 | 23461687 | $100 |        6  (138s)
 23865000 |  17201.4 |       8312 |      52187 | 23466591 | $ 80 |        4  (138s)
 23870000 |  16776.7 |       8062 |      52187 | 23471485 | $150 |        8  (138s)
 23875000 |  16362.5 |       6000 |      52187 | 23476378 | $130 |        8  (138s)
 23880000 |  15958.5 |       9562 |      52187 | 23481272 | $ 20 |        2  (138s)
 23885000 |  15564.5 |      16062 |      52187 | 23486168 | $150 |        7  (138s)
 23890000 |  15180.2 |       3750 |      52187 | 23491068 | $ 60 |        5  (138s)
 23895000 |  14805.4 |       4937 |      52187 | 23495956 | $ 10 |        1  (138s)
 23900000 |  14439.8 |      10750 |      52187 | 23500848 | $ 70 |        5  (138s)
 23905000 |  14083.3 |       7250 |      52187 | 23505707 | $170 |        9  (138s)
 23910000 |  13735.6 |       7062 |      52187 | 23510578 | $ 70 |        4  (138s)
 23915000 |  13396.4 |       6750 |      52187 | 23515446 | $ 90 |        7  (138s)
 23920000 |  13065.7 |       7062 |      52187 | 23520311 | $ 20 |        2  (138s)
 23925000 |  12743.1 |       8875 |      52187 | 23525167 | $110 |        8  (138s)
 23930000 |  12428.5 |       9562 |      52187 | 23530018 | $140 |        8  (138s)
 23935000 |  12121.6 |      11750 |      52187 | 23534881 | $ 40 |        2  (138s)
 23940000 |  11822.3 |       8500 |      52187 | 23539736 | $170 |       10  (138s)
 23945000 |  11530.4 |       8062 |      52187 | 23544590 | $ 60 |        4  (138s)
 23950000 |  11245.7 |       7062 |      52187 | 23549442 | $ 10 |        1  (138s)
 23955000 |  10968.1 |       9750 |      52187 | 23554292 | $ 10 |        1  (138s)
 23960000 |  10697.3 |       8062 |      52187 | 23559149 | $ 30 |        1  (138s)
 23965000 |  10433.2 |       7062 |      52187 | 23563979 | $ 10 |        1  (138s)
 23970000 |  10175.6 |       6062 |      52187 | 23568784 | $ 70 |        5  (138s)

🔥 RESTART #74 - Reheating! (stuck for 321887 iterations) Temp: 50000.0 (138s)

 23975000 |  49621.7 |       3062 |      52187 | 23573633 | $110 |        6  (138s)
 23980000 |  48396.5 |       7312 |      52187 | 23578586 | $100 |        6  (138s)
 23985000 |  47201.6 |       7062 |      52187 | 23583555 | $ 30 |        3  (138s)
 23990000 |  46036.2 |       6406 |      52187 | 23588524 | $ 30 |        2  (138s)
 23995000 |  44899.5 |      10750 |      52187 | 23593484 | $180 |        9  (138s)
 24000000 |  43791.0 |       8062 |      52187 | 23598440 | $160 |        8  (138s)
 24005000 |  42709.8 |      10750 |      52187 | 23603396 | $ 50 |        3  (138s)
 24010000 |  41655.3 |       8062 |      52187 | 23608362 | $ 30 |        1  (138s)
 24015000 |  40626.8 |      11750 |      52187 | 23613329 | $180 |        9  (138s)
 24020000 |  39623.7 |       8718 |      52187 | 23618289 | $100 |        7  (138s)
 24025000 |  38645.4 |       7062 |      52187 | 23623246 | $ 30 |        1  (138s)
 24030000 |  37691.2 |       8062 |      52187 | 23628205 | $ 80 |        4  (138s)
 24035000 |  36760.6 |       6687 |      52187 | 23633153 | $140 |        7  (139s)
 24040000 |  35853.0 |       8062 |      52187 | 23638116 | $ 60 |        3  (139s)
 24045000 |  34967.8 |      11250 |      52187 | 23643070 | $150 |        9  (139s)
 24050000 |  34104.4 |       6312 |      52187 | 23648021 | $ 10 |        1  (139s)
 24055000 |  33262.4 |       4312 |      52187 | 23652979 | $100 |        6  (139s)
 24060000 |  32441.1 |       8625 |      52187 | 23657923 | $ 50 |        3  (139s)
 24065000 |  31640.1 |       9687 |      52187 | 23662866 | $120 |        8  (139s)
 24070000 |  30858.9 |      10062 |      52187 | 23667812 | $180 |        8  (139s)
 24075000 |  30097.0 |       7062 |      52187 | 23672757 | $ 40 |        4  (139s)
 24080000 |  29353.9 |       4000 |      52187 | 23677693 | $ 50 |        3  (139s)
 24085000 |  28629.2 |       7062 |      52187 | 23682618 | $  0 |        0  (139s)
 24090000 |  27922.3 |       5468 |      52187 | 23687566 | $110 |        6  (139s)
 24095000 |  27232.9 |      10062 |      52187 | 23692508 | $140 |        6  (139s)
 24100000 |  26560.5 |       8062 |      52187 | 23697425 | $ 40 |        2  (139s)
 24105000 |  25904.8 |       7062 |      52187 | 23702358 | $  0 |        0  (139s)
 24110000 |  25265.2 |       7062 |      52187 | 23707301 | $ 40 |        2  (139s)
 24115000 |  24641.4 |       8062 |      52187 | 23712228 | $100 |        4  (139s)
 24120000 |  24033.0 |      10000 |      52187 | 23717155 | $140 |        8  (139s)
 24125000 |  23439.6 |       7062 |      52187 | 23722080 | $ 40 |        3  (139s)
 24130000 |  22860.9 |      13250 |      52187 | 23727003 | $150 |       10  (139s)
 24135000 |  22296.4 |       7062 |      52187 | 23731928 | $  0 |        0  (139s)
 24140000 |  21745.9 |      10062 |      52187 | 23736859 | $ 60 |        3  (139s)
 24145000 |  21209.0 |      11500 |      52187 | 23741773 | $ 90 |        6  (139s)
 24150000 |  20685.4 |      10062 |      52187 | 23746655 | $150 |        9  (139s)
 24155000 |  20174.6 |      11000 |      52187 | 23751563 | $120 |        5  (139s)
 24160000 |  19676.5 |      10312 |      52187 | 23756485 | $ 70 |        7  (139s)
 24165000 |  19190.7 |       7062 |      52187 | 23761392 | $  0 |        0  (139s)
 24170000 |  18716.9 |       5562 |      52187 | 23766315 | $ 90 |        5  (139s)
 24175000 |  18254.8 |      10062 |      52187 | 23771211 | $ 40 |        3  (139s)
 24180000 |  17804.0 |      10000 |      52187 | 23776138 | $ 60 |        3  (139s)
 24185000 |  17364.5 |       7062 |      52187 | 23781050 | $  0 |        0  (139s)
 24190000 |  16935.7 |       9562 |      52187 | 23785953 | $ 20 |        2  (139s)
 24195000 |  16517.6 |       7062 |      52187 | 23790852 | $ 40 |        3  (139s)
 24200000 |  16109.8 |       6875 |      52187 | 23795764 | $ 90 |        5  (139s)
 24205000 |  15712.0 |      12250 |      52187 | 23800650 | $130 |        6  (139s)
 24210000 |  15324.1 |       5062 |      52187 | 23805538 | $ 80 |        5  (140s)
 24215000 |  14945.7 |       8562 |      52187 | 23810434 | $110 |        4  (140s)
 24220000 |  14576.7 |       8187 |      52187 | 23815340 | $110 |        9  (140s)
 24225000 |  14216.8 |       6062 |      52187 | 23820227 | $ 60 |        4  (140s)
 24230000 |  13865.8 |       8750 |      52187 | 23825112 | $ 50 |        5  (140s)
 24235000 |  13523.4 |       8062 |      52187 | 23829997 | $ 50 |        3  (140s)
 24240000 |  13189.5 |      13625 |      52187 | 23834846 | $180 |        8  (140s)
 24245000 |  12863.9 |       7062 |      52187 | 23839709 | $  0 |        0  (140s)
 24250000 |  12546.3 |       9062 |      52187 | 23844581 | $ 30 |        1  (140s)
 24255000 |  12236.5 |       3750 |      52187 | 23849427 | $ 10 |        1  (140s)
 24260000 |  11934.4 |       7062 |      52187 | 23854301 | $  0 |        0  (140s)
 24265000 |  11639.7 |       7062 |      52187 | 23859167 | $ 40 |        2  (140s)
 24270000 |  11352.3 |       4062 |      52187 | 23864014 | $ 40 |        2  (140s)
 24275000 |  11072.1 |       8062 |      52187 | 23868887 | $ 40 |        2  (140s)
 24280000 |  10798.7 |       9250 |      52187 | 23873743 | $ 30 |        3  (140s)
 24285000 |  10532.1 |      11062 |      52187 | 23878590 | $100 |        4  (140s)
 24290000 |  10272.0 |       7312 |      52187 | 23883421 | $ 40 |        3  (140s)
 24295000 |  10018.4 |       5062 |      52187 | 23888212 | $ 30 |        3  (140s)

🔥 RESTART #75 - Reheating! (stuck for 321887 iterations) Temp: 50000.0 (140s)

 24300000 |  48855.3 |       8062 |      52187 | 23893170 | $ 70 |        3  (140s)
 24305000 |  47649.1 |       5062 |      52187 | 23898134 | $ 80 |        5  (140s)
 24310000 |  46472.6 |       9000 |      52187 | 23903099 | $140 |        6  (140s)
 24315000 |  45325.2 |       6875 |      52187 | 23908072 | $ 80 |        5  (140s)
 24320000 |  44206.1 |       8062 |      52187 | 23913032 | $ 30 |        1  (140s)
 24325000 |  43114.6 |       9062 |      52187 | 23917998 | $ 90 |        4  (140s)
 24330000 |  42050.1 |       7062 |      52187 | 23922952 | $ 30 |        1  (140s)
 24335000 |  41011.9 |       7312 |      52187 | 23927909 | $ 20 |        1  (140s)
 24340000 |  39999.3 |      10562 |      52187 | 23932873 | $ 80 |        6  (140s)
 24345000 |  39011.7 |       7062 |      52187 | 23937839 | $140 |        7  (140s)
 24350000 |  38048.5 |       7062 |      52187 | 23942792 | $ 40 |        3  (140s)
 24355000 |  37109.1 |       9000 |      52187 | 23947747 | $ 40 |        2  (140s)
 24360000 |  36192.9 |       5187 |      52187 | 23952702 | $100 |        6  (140s)
 24365000 |  35299.3 |       7062 |      52187 | 23957664 | $  0 |        0  (140s)
 24370000 |  34427.7 |       6062 |      52187 | 23962625 | $ 50 |        3  (140s)
 24375000 |  33577.7 |       7062 |      52187 | 23967585 | $ 10 |        1  (140s)
 24380000 |  32748.7 |       5000 |      52187 | 23972541 | $ 50 |        3  (140s)
 24385000 |  31940.1 |       8812 |      52187 | 23977493 | $130 |        6  (141s)
 24390000 |  31151.5 |       7062 |      52187 | 23982442 | $  0 |        0  (141s)
 24395000 |  30382.3 |       5000 |      52187 | 23987394 | $ 60 |        4  (141s)
 24400000 |  29632.2 |       5500 |      52187 | 23992333 | $120 |        7  (141s)
 24405000 |  28900.6 |       8312 |      52187 | 23997277 | $120 |        7  (141s)
 24410000 |  28187.0 |       7062 |      52187 | 24002220 | $ 10 |        1  (141s)
 24415000 |  27491.1 |       2812 |      52187 | 24007154 | $ 30 |        3  (141s)
 24420000 |  26812.3 |       7062 |      52187 | 24012089 | $  0 |        0  (141s)
 24425000 |  26150.3 |       7062 |      52187 | 24017031 | $ 10 |        1  (141s)
 24430000 |  25504.7 |       4437 |      52187 | 24021975 | $ 80 |        6  (141s)
 24435000 |  24874.9 |       9625 |      52187 | 24026900 | $120 |        7  (141s)
 24440000 |  24260.8 |      16250 |      52187 | 24031816 | $180 |       10  (141s)
 24445000 |  23661.8 |       7062 |      52187 | 24036743 | $ 60 |        2  (141s)
 24450000 |  23077.6 |       6562 |      52187 | 24041674 | $ 10 |        1  (141s)
 24455000 |  22507.8 |      10062 |      52187 | 24046616 | $110 |        4  (141s)
 24460000 |  21952.1 |       7562 |      52187 | 24051528 | $ 20 |        2  (141s)
 24465000 |  21410.1 |       7062 |      52187 | 24056466 | $ 20 |        1  (141s)
 24470000 |  20881.4 |      10500 |      52187 | 24061391 | $140 |        8  (141s)
 24475000 |  20365.9 |       7062 |      52187 | 24066307 | $ 60 |        4  (141s)
 24480000 |  19863.0 |       6531 |      52187 | 24071241 | $130 |        7  (141s)
 24485000 |  19372.6 |       4687 |      52187 | 24076151 | $ 70 |        4  (141s)
 24490000 |  18894.3 |       9062 |      52187 | 24081083 | $100 |        6  (141s)
 24495000 |  18427.8 |       5625 |      52187 | 24086011 | $130 |        7  (141s)
 24500000 |  17972.8 |       7062 |      52187 | 24090909 | $ 70 |        3  (141s)
 24505000 |  17529.1 |       5250 |      52187 | 24095802 | $ 70 |        5  (141s)
 24510000 |  17096.3 |       9750 |      52187 | 24100711 | $140 |        8  (141s)
 24515000 |  16674.2 |       8562 |      52187 | 24105596 | $100 |        5  (141s)
 24520000 |  16262.5 |       7250 |      52187 | 24110512 | $200 |       13  (141s)
 24525000 |  15861.0 |       4609 |      52187 | 24115407 | $ 30 |        3  (141s)
 24530000 |  15469.3 |       5000 |      52187 | 24120308 | $ 50 |        3  (141s)
 24535000 |  15087.4 |       7062 |      52187 | 24125185 | $ 50 |        2  (141s)
 24540000 |  14714.9 |       8312 |      52187 | 24130064 | $ 20 |        2  (141s)
 24545000 |  14351.6 |      10250 |      52187 | 24134977 | $ 90 |        7  (141s)
 24550000 |  13997.2 |      10250 |      52187 | 24139871 | $ 80 |        4  (141s)
 24555000 |  13651.6 |       7062 |      52187 | 24144754 | $ 70 |        3  (142s)
 24560000 |  13314.6 |       7062 |      52187 | 24149640 | $  0 |        0  (142s)
 24565000 |  12985.8 |       9062 |      52187 | 24154516 | $120 |        7  (142s)
 24570000 |  12665.2 |      12625 |      52187 | 24159370 | $110 |        8  (142s)
 24575000 |  12352.5 |      21500 |      52187 | 24164226 | $ 70 |        6  (142s)
 24580000 |  12047.5 |       7062 |      52187 | 24169067 | $120 |        7  (142s)
 24585000 |  11750.1 |       5250 |      52187 | 24173915 | $140 |        8  (142s)
 24590000 |  11460.0 |       3812 |      52187 | 24178793 | $ 70 |        4  (142s)
 24595000 |  11177.0 |       7062 |      52187 | 24183647 | $  0 |        0  (142s)
 24600000 |  10901.1 |       8250 |      52187 | 24188473 | $130 |        7  (142s)
 24605000 |  10631.9 |       7062 |      52187 | 24193300 | $ 10 |        1  (142s)
